source_url	parsed_url
https://www.wikipedia.org	https://sm.wikipedia.org/
https://www.wikipedia.org	https://tyv.wikipedia.org/
https://www.wikipedia.org	https://bs.wikipedia.org/
https://www.wikipedia.org	https://li.wikipedia.org/
https://www.wikipedia.org	https://sah.wikipedia.org/
https://www.wikipedia.org	https://koi.wikipedia.org/
https://www.wikipedia.org	https://om.wikipedia.org/
https://www.wikipedia.org	https://rm.wikipedia.org/
https://www.wikipedia.org	https://kbp.wikipedia.org/
https://www.wikipedia.org	https://srn.wikipedia.org/
https://www.wikipedia.org	https://id.wikipedia.org/
https://www.wikipedia.org	https://ace.wikipedia.org/
https://www.wikipedia.org	https://bcl.wikipedia.org/
https://www.wikipedia.org	https://vi.wikipedia.org/
https://www.wikipedia.org	https://ms.wikipedia.org/
https://www.wikipedia.org	https://oc.wikipedia.org/
https://www.wikipedia.org	https://ty.wikipedia.org/
https://www.wikipedia.org	https://dz.wikipedia.org/
https://www.wikipedia.org	https://fr.wikipedia.org/
https://www.wikipedia.org	https://yi.wikipedia.org/
https://www.wikipedia.org	https://nn.wikipedia.org/
https://www.wikipedia.org	https://pa.wikipedia.org/
https://www.wikipedia.org	https://gu.wikipedia.org/
https://www.wikipedia.org	https://gv.wikipedia.org/
https://www.wikipedia.org	https://bpy.wikipedia.org/
https://www.wikipedia.org	https://sg.wikipedia.org/
https://www.wikipedia.org	https://pag.wikipedia.org/
https://www.wikipedia.org	https://lmo.wikipedia.org/
https://www.wikipedia.org	https://hr.wikipedia.org/
https://www.wikipedia.org	https://pam.wikipedia.org/
https://www.wikipedia.org	https://en.wikipedia.org/wiki/List_of_Wikipedia_mobile_applications
https://www.wikipedia.org	https://frr.wikipedia.org/
https://www.wikipedia.org	https://av.wikipedia.org/
https://www.wikipedia.org	https://ext.wikipedia.org/
https://www.wikipedia.org	https://als.wikipedia.org/
https://www.wikipedia.org	https://ik.wikipedia.org/
https://www.wikipedia.org	https://bm.wikipedia.org/
https://www.wikipedia.org	https://creativecommons.org/licenses/by-sa/3.0/
https://www.wikipedia.org	https://az.wikipedia.org/
https://www.wikipedia.org	https://lt.wikipedia.org/
https://www.wikipedia.org	https://zu.wikipedia.org/
https://www.wikipedia.org	https://dv.wikipedia.org/
https://www.wikipedia.org	https://www.wikidata.org/
https://www.wikipedia.org	https://lv.wikipedia.org/
https://www.wikipedia.org	https://zh-classical.wikipedia.org/
https://www.wikipedia.org	https://azb.wikipedia.org/
https://www.wikipedia.org	https://tn.wikipedia.org/
https://www.wikipedia.org	https://krc.wikipedia.org/
https://www.wikipedia.org	https://bn.wikipedia.org/
https://www.wikipedia.org	https://ja.wikipedia.org/
https://www.wikipedia.org	https://ve.wikipedia.org/
https://www.wikipedia.org	https://es.wikipedia.org/
https://www.wikipedia.org	https://eu.wikipedia.org/
https://www.wikipedia.org	https://pms.wikipedia.org/
https://www.wikipedia.org	https://vls.wikipedia.org/
https://www.wikipedia.org	https://ne.wikipedia.org/
https://www.wikipedia.org	https://ie.wikipedia.org/
https://www.wikipedia.org	https://tpi.wikipedia.org/
https://www.wikipedia.org	https://hak.wikipedia.org/
https://www.wikipedia.org	https://cs.wikipedia.org/
https://www.wikipedia.org	https://nqo.wikipedia.org/
